name;stars;review_count;categories
HubBub Coffee;4.5;26;Coffee & Tea, Food Trucks, Food
Philadelphia Pregnancy Center;3.0;8;Health & Medical, Crisis Pregnancy Centers, Diagnostic Services
AAA Philly Overhead Doors;3.5;5;Home Services, Garage Door Services, Door Sales/Installation, Professional Services
The Crimson Cafe;4.0;13;Restaurants, Soul Food, Southern
Sweat Fitness;2.5;52;Active Life, Fitness & Instruction, Trainers, Cycling Classes, Gyms
Ishkabibble's;4.0;722;Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches
Santucci Square Pizza V;2.5;16;Pizza, Restaurants
RidgeView Apartments;2.0;9;Apartments, Real Estate, Home Services
Rumble Boxing;4.5;8;Boxing, Fitness & Instruction, Active Life
FMF Cleaning Services;2.5;34;Home Cleaning, Window Washing, Office Cleaning, Home Services, Professional Services, Home Organization
McDonald's;2.0;23;Fast Food, Coffee & Tea, Burgers, Food, Restaurants
Deborah's Kitchen;4.0;8;Soul Food, Restaurants
Continental Cleaners;3.0;11;Local Services, Dry Cleaning & Laundry, Laundry Services
Philly Pretzel Factory;4.0;25;Food, Pretzels, Hot Dogs, Bakeries, Restaurants
PFCU Branch;3.0;5;Financial Services, Banks & Credit Unions
Spectrum Home Maintenance;3.5;6;Home Services, Contractors
Dennis Pratt Plumbing & Heating;3.5;6;Home Services, Plumbing
Saxbys 11th and Locust;3.5;42;Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Sandwiches
City Cigars;5.0;8;Nightlife, Tobacco Shops, Lounges, Shopping, Bars
Starboard Side Tavern;4.0;21;Bars, Dive Bars, Pubs, Nightlife
Sun Cleaners;4.0;15;Dry Cleaning & Laundry, Shoe Repair, Laundry Services, Local Services, Sewing & Alterations, Dry Cleaning
7-Eleven;2.0;7;Food, Convenience Stores, Coffee & Tea
Kayu;3.5;29;Restaurants, Soup, Salad
E Cigs International;4.5;20;Health & Medical, Tobacco Shops, Arts & Entertainment, Vape Shops, Electronics, Active Life, Shopping
AT&T Store;2.5;7;Mobile Phone Accessories, Mobile Phones, Shopping
Station Pizza;2.5;58;Restaurants, Sandwiches, Pizza, Wraps
Frankford Hospitals;2.0;11;Hospitals, Health & Medical
B & A Appliances Repair;4.5;17;Local Services, Appliances & Repair
b2 Salon;3.5;48;Hair Salons, Beauty & Spas, Makeup Artists, Eyelash Service
East End Salon;4.5;26;Day Spas, Beauty & Spas, Hair Salons
Speed Date Philadelphia;3.0;6;Event Planning & Services, Party & Event Planning, Social Clubs, Arts & Entertainment
Saladworks;2.5;31;Soup, American (Traditional), American (New), Salad, Vegetarian, Restaurants, Sandwiches
Philadelphia Distilling;5.0;182;Distilleries, Nightlife, Food, Beer, Wine & Spirits, Bars, Cocktail Bars
Brasserie Perrier;3.5;28;Restaurants, French
Wingstop;1.5;7;Chicken Wings, Restaurants
Fine Wine & Good Spirits;2.5;21;Food, Beer, Wine & Spirits
Mustard Greens Restaurant;4.0;97;Restaurants, Chinese, Dim Sum
Jin House;3.0;76;Sushi Bars, Japanese, Restaurants, Chinese
Azione;2.0;5;Restaurants, Italian
Best In Show Grooming Salon;3.5;31;Pet Groomers, Pets, Pet Services
Tequilas Restaurant;4.0;753;Restaurants, Bars, Nightlife, Mexican
Insomnia Cookies;3.0;18;Ice Cream & Frozen Yogurt, Desserts, Bakeries, Food
Montesini Pizza;4.0;55;Restaurants, Italian, Pizza
Pep Boys;1.5;101;Oil Change Stations, Auto Parts & Supplies, Auto Repair, Automotive, Tires
Happy Tails Grooming;4.5;7;Pet Services, Pet Groomers, Pets
Lululemon Athletica;3.5;27;Yoga, Fashion, Shopping, Men's Clothing, Fitness & Instruction, Active Life, Accessories, Sporting Goods, Sports Wear, Women's Clothing
Milano Di Rouge;2.5;8;Fashion, Shopping, Men's Clothing, Accessories, Women's Clothing
The Boom Room;4.5;7;Cultural Center, Arts & Entertainment, Recording & Rehearsal Studios, Local Services
Artigiano Pizza;2.5;28;Restaurants, Pizza
Crأھpe Town;3.0;11;Restaurants, Creperies
JBCB Properties;1.0;7;Apartments, Home Services, Real Estate
Media Copy;4.5;10;Local Services, Printing Services, Bookbinding
Baba Olga's Cafe & Supper Club;4.5;25;American (New), Restaurants, Event Planning & Services, Arts & Entertainment, Caterers, Music Venues, American (Traditional), Coffee & Tea, Food, Nightlife, Wedding Planning, Venues & Event Spaces, Cafes
Chrissy Nails;3.0;51;Nail Salons, Beauty & Spas
Delta Iron Works;4.0;14;Garage Door Services, Fences & Gates, Home Services, Metal Fabricators, Local Services, Handyman, Door Sales/Installation
Secret Garden;4.5;32;Shopping, Nurseries & Gardening, Home & Garden, Home Services, Landscaping
Kristina Pizza;3.5;10;Pizza, Restaurants
Tina's Nail & Spa;4.5;150;Waxing, Beauty & Spas, Nail Salons, Massage, Hair Removal
Bill Frusco;3.0;37;Heating & Air Conditioning/HVAC, Home Services, Excavation Services, Plumbing
Goodman Plumbing;4.0;97;Home Services, Plumbing, Water Heater Installation/Repair
El Boom Catracho;5.0;8;Latin American, Spanish, American (Traditional), Chicken Wings, Restaurants, Mexican
Hall Of Fame Club;4.5;18;Stadiums & Arenas, Arts & Entertainment
Mace's Crossing;3.0;124;American (Traditional), Restaurants, Bars, Nightlife
Casa Papel;5.0;37;Flowers & Gifts, Printing Services, Cards & Stationery, Graphic Design, Arts & Crafts, Event Planning & Services, Local Services, Professional Services, Shopping
Bare Feet Shoes;3.0;6;Shoe Stores, Fashion, Shopping
Booker's Restaurant and Bar;3.5;276;Bars, Event Planning & Services, Nightlife, Salad, American (Traditional), Tapas/Small Plates, Venues & Event Spaces, Breakfast & Brunch, Restaurants, American (New)
Federal Donuts;4.5;8;Food, Donuts, Chicken Shop, Restaurants, Coffee & Tea
Big Jar;4.0;10;Food, Books, Mags, Music & Video, Bookstores, Shopping, Coffee & Tea
Trustco Heating & Air;5.0;7;Home Services, Plumbing, Heating & Air Conditioning/HVAC
Ambassador;4.0;32;Cocktail Bars, Nightlife, Bars, Sports Bars, Falafel, Restaurants, Mediterranean, American (New)
Helens Nails;3.5;14;Nail Salons, Beauty & Spas, Massage
Beauty Coliseum;5.0;6;Cosmetics & Beauty Supply, Hair Salons, Beauty & Spas, Shopping
Miracles Jamaican Restaurant and Bakery;2.5;13;Restaurants, Caribbean, Food, African, Fast Food, Bakeries
US Nails;3.5;6;Beauty & Spas, Nail Salons
Purity Spa;5.0;5;Beauty & Spas, Waxing, Hair Removal, Health & Medical, Day Spas, Medical Spas, Skin Care
Junior's Beef And Pork;4.0;5;Cheesesteaks, Restaurants, Sandwiches
Le Petite Bistro;3.0;5;Cafes, Restaurants, Modern European
Popi's Italian Restaurant;3.5;153;Italian, Restaurants, American (New)
Kurry Korner;4.0;75;Restaurants, Japanese, Asian Fusion, Japanese Curry, Thai
Troy Food Cart;4.5;15;Food, Street Vendors, Food Trucks
US Post Office;1.5;51;Post Offices, Public Services & Government
The Mike Mccann Team - Keller Williams Philly;4.0;40;Real Estate Services, Real Estate Agents, Property Management, Home Services, Real Estate
Momiji Sushi & Grill;4.0;40;Restaurants, Sushi Bars
Teri's Bar;3.5;80;Nightlife, Restaurants, Bars, Breakfast & Brunch, Diners
Beer Garden at the Oval;4.0;11;Music Venues, Nightlife, Arts & Entertainment, Bars
Viet Kitchen;3.0;10;Restaurants, Vietnamese
New York Bagel Bakery;4.5;82;Coffee & Tea, Restaurants, Bagels, Food, Caterers, Bakeries, Event Planning & Services, Kosher
Professional Aesthetics and Wellness Center;3.5;7;Health & Medical, Doctors, Obstetricians & Gynecologists, Laser Hair Removal, Skin Care, Hair Removal, Beauty & Spas, Weight Loss Centers, Medical Spas
Quality Discount Tire Service Center;2.5;13;Automotive, Wheel & Rim Repair, Tires, Auto Repair
Frontier;1.5;31;Transportation, Airport Terminals, Airports, Airlines, Hotels & Travel
Bald Birds Brewing Company;4.5;23;Bars, Nightlife, Beer Bar, Food, Breweries
Sunrise Complete Auto Service;4.0;12;Auto Repair, Oil Change Stations, Auto Glass Services, Body Shops, Automotive, Towing
Green Line Cafe;3.5;51;Breakfast & Brunch, Sandwiches, Restaurants, Coffee & Tea, Food, Cafes
Queen Village Dog & Cat Grooming Salon;4.5;12;Pet Groomers, Pets, Pet Services, Pet Sitting
Drougie's Pizza;2.5;90;Italian, Pizza, Restaurants, Fast Food
Advance Auto Parts;3.0;13;Automotive, Auto Parts & Supplies
Youma;3.5;31;Event Planning & Services, Senegalese, Restaurants, African, Caterers, Halal
Wills Eye Hospital;2.0;95;Doctors, Hospitals, Optometrists, Medical Centers, Ophthalmologists, Health & Medical
Skillfix;4.5;12;Local Services, TV Mounting, Home Cleaning, Home Services, Home & Garden, Garage Door Services, Shopping, Painters, Handyman, Grilling Equipment, Heating & Air Conditioning/HVAC, Furniture Assembly, Fitness/Exercise Equipment, Grill Services, Carpenters
Max's Brew Bar;2.0;32;American (New), Restaurants, Bars, Nightlife, Beer Bar, American (Traditional), Sports Bars
Compass Self Storage;3.5;9;Self Storage, Movers, Home Services, Parking, Local Services, Automotive, Truck Rental, Packing Supplies, Shopping
Forbidden Planet;2.5;6;Fashion, Shopping, Used, Vintage & Consignment
The UPS Store;3.0;48;Local Services, Notaries, Printing Services, Mailbox Centers, Shipping Centers
Jonathan Best Speciality Foods & Cheese;4.0;7;Cheese Shops, Specialty Food, Food
Atomic City Comics;4.0;72;Shopping, Comic Books, Hobby Shops, Books, Mags, Music & Video, Toy Stores
Starbucks;3.5;32;Restaurants, Coffee & Tea, Food
Verizon Authorized Retailer - Cellular Sales;2.0;12;Telecommunications, IT Services & Computer Repair, Shopping, Mobile Phones, Mobile Phone Accessories, Local Services, Electronics
Style Camp;4.5;5;Shopping, Jewelry, Women's Clothing, Fashion
Dunkin' Donuts;4.0;7;Coffee & Tea, Food, Donuts
Piazza Honda Of Philadelphia;3.5;148;Car Dealers, Auto Repair, Automotive, Body Shops
Penn Book Center;4.0;37;Shopping, Bookstores, Books, Mags, Music & Video
Kennett;4.0;144;Pizza, Beer Hall, American (New), Gastropubs, Restaurants
Hyperion Bank;3.0;21;Professional Services, Financial Services, Banks & Credit Unions
Red Lobster;2.0;113;Seafood, American (Traditional), Restaurants
Szollose Plumbing & Heating;3.0;10;Heating & Air Conditioning/HVAC, Home Services, Plumbing
Fishtown Richmond Realty;2.0;5;Home Services, Real Estate Agents, Property Management, Real Estate
My Philly Roofer;1.5;14;Roofing, Home Services
US Inspect;4.0;95;Home Services, Home Inspectors
Arch Cleaners;3.5;7;Laundry Services, Dry Cleaning & Laundry, Local Services
Dunkin';3.0;15;Food, Donuts, Coffee & Tea
Kraftwork;4.0;559;Gastropubs, Restaurants
Beehive Bake Shop;4.5;6;Macarons, Bakeries, Cupcakes, Cafes, Donuts, Restaurants, Specialty Food, Food
Bocci's Steakhouse & Comedy Cafe;1.0;5;Restaurants, Steakhouses, Comedy Clubs, Seafood, Nightlife
Kevin Chou, CPA;4.0;35;Financial Services, Financial Advising, Accountants, Tax Services, Professional Services
Major Wing Lee Grocery Market;4.0;57;Restaurants, Delis, Food, Grocery, Sandwiches
Pizza Roma;3.0;76;Pizza, Restaurants
Gallagher Memorials;1.0;10;Local Services, Funeral Services & Cemeteries, Thrift Stores, Shopping
Veggie Lovers;3.5;137;Soup, Vegetarian, Restaurants, Chinese
Bulb;4.0;9;Home Decor, Shopping, Home & Garden
Optimal Gym;3.0;44;Fitness & Instruction, Trainers, Yoga, Martial Arts, Active Life, Gyms
Chestnut Hill Jewelers;5.0;13;Shopping, Local Services, Jewelry, Jewelry Repair
Anila's Dress Maker;4.5;15;Women's Clothing, Shopping, Local Services, Fashion, Sewing & Alterations, Professional Services
Rocco& Sons Roof Contract;1.0;7;Home Services, Contractors, Siding, Roofing
Creative Vision Coaching;5.0;8;Career Counseling, Health & Medical, Life Coach, Professional Services, Counseling & Mental Health
University City Arts League;4.0;5;Specialty Schools, Education, Arts & Entertainment, Art Galleries, Shopping, Community Service/Non-Profit, Art Schools, Art Classes, Local Services
Benjamin Lovell Shoes;3.5;16;Shoe Repair, Fashion, Local Services, Shoe Stores, Shopping
Fiorella;4.5;120;Pasta Shops, Specialty Food, Food, Italian, Restaurants
Katerina's Pizza;3.0;27;Pizza, Restaurants, Chicken Wings
Soul D'lysh & Catering;3.0;8;Food Trucks, Food, Soul Food, Restaurants, Barbeque, American (Traditional)
Cornerstone Bed & Breakfast;4.5;29;Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels
Pizzacato;3.0;129;Restaurants, Italian
Bargain Thrift Warehouse;3.0;6;Thrift Stores, Shopping
Fitlife Fitness, Aquatics and Physical Therapy;4.0;18;Rehabilitation Center, Swimming Pools, Education, Health & Medical, Fitness & Instruction, Physical Therapy, Active Life, Massage Therapy, Specialty Schools, Swimming Lessons/Schools, Gyms, Trainers
US Post Office;2.5;13;Local Services, Public Services & Government, Shipping Centers, Post Offices
Honey Bee Gourmet Deli;4.5;57;Delis, Restaurants, Convenience Stores, Grocery, Food
Philadelphia Massage Studio;4.0;36;Massage Therapy, Health & Medical, Rehabilitation Center, Doctors, Acupuncture, Pain Management, Rolfing, Massage, Reflexology, Beauty & Spas
Washington Brothers Import;3.5;9;Home Services
Gianfranco Pizza Rustica;4.0;247;Italian, Pizza, Sandwiches, Restaurants
Right Off Main;2.5;22;Restaurants, Pizza
12th Street Cantina;3.0;83;Restaurants, Mexican
U.S. Airways Club;3.0;24;Bars, Travel Services, Nightlife, Airlines, Airport Lounges, Hotels & Travel, Transportation
cityHUNT;4.5;14;Professional Services, Scavenger Hunts, Active Life, Event Planning & Services, Party & Event Planning, Marketing, Team Building Activities
Fine Wine & Good Spirits;2.0;29;Food, Beer, Wine & Spirits
Tio Pepe Restaurant & Bar;4.5;88;Nightlife, Bars, Restaurants, Portuguese, Iberian, Seafood
Thomas Jefferson University Hospital;2.5;133;Education, Health & Medical, Colleges & Universities, Family Practice, Medical Centers, Hospitals, Doctors
Liberty Real Estate Associates;1.5;15;Home Services, Real Estate Services, Real Estate
Baltimore Pet Shoppe;4.5;60;Pet Stores, Pets
Cavanaugh's Restaurant;3.0;119;Burgers, Caterers, Restaurants, Nightlife, American (Traditional), Bars, Event Planning & Services
Trolley Car Station;3.0;49;Restaurants, American (New)
Cycle Brewerytown;5.0;12;Gyms, Yoga, Active Life, Fitness & Instruction, Cycling Classes
SEPTA BSL Lombard-South Station;2.5;5;Transportation, Trains, Hotels & Travel, Train Stations
US Post Office;1.5;25;Public Services & Government, Shipping Centers, Local Services, Post Offices
Junk Be Gone;4.5;12;Junk Removal & Hauling, Office Cleaning, Home Services, Local Services, Home Cleaning, Professional Services
PetSmart;3.0;13;Pets, Pet Training, Pet Stores, Pet Services, Pet Groomers, Pet Sitting
Lattanzio's Linn Cleaners;4.5;16;Dry Cleaning & Laundry, Local Services, Sewing & Alterations, Dry Cleaning, Laundry Services
Spring Garden Restaurant;4.0;87;Breakfast & Brunch, Restaurants
Midas;2.5;16;Tires, Automotive, Auto Repair, Oil Change Stations
Rustika Pollo a La Brasa;3.5;6;Restaurants, Chicken Shop, Peruvian
Removery Tattoo Removal & Fading;4.5;42;Doctors, Medical Spas, Skin Care, Health & Medical, Beauty & Spas, Tattoo Removal
Arts & Crafts Holdings;1.0;7;Home Services, Real Estate, Commercial Real Estate, Shared Office Spaces
McDonald's;1.5;22;Fast Food, Restaurants, Food, Coffee & Tea, Burgers
Steven S Greenbaum, MD;3.0;11;Dermatologists, Health & Medical, Doctors
Charm Hair & Skin Studio;4.0;8;Skin Care, Beauty & Spas, Eyelash Service, Hair Salons
Love Park;3.5;207;Parks, Active Life
Dennis' Auto Repair;4.5;23;Automotive, Auto Repair
Creative Silver;5.0;174;Jewelry Repair, Watch Repair, Shopping, Watches, Jewelry, Local Services
The Inn at Penn, a Hilton Hotel;4.0;118;Hotels & Travel, Hotels, Event Planning & Services
Yiro Yiro;4.5;163;Greek, Food, Mediterranean, Falafel, Restaurants, Salad, Caterers, Event Planning & Services
Dig;4.5;96;Restaurants, American (New)
McCann Painting & Historical Restoration;5.0;9;Painters, Home Services
Tony's Market;4.5;7;Food, Sandwiches, Grocery, Restaurants, Delis
Art Lair Shave Parlor;4.0;8;Beauty & Spas, Men's Hair Salons, Hair Salons
David's Mai Lai Wah;3.0;522;Seafood, Chicken Shop, Restaurants, Chinese
AQ Rittenhouse Apartments;2.5;5;Apartments, Home Services, Real Estate, University Housing
Spirited Tattooing Coalition;4.5;19;Arts & Entertainment, Beauty & Spas, Tattoo
OCF Coffee House;3.5;148;Food, Coffee & Tea, Bagels, Internet Cafes
Tired Hands Biergarten;4.0;16;Beer Gardens, Nightlife
Valley to Summit;4.5;17;Active Life, Rafting/Kayaking, Hiking, Rock Climbing
Lou Lou Boutique;4.5;15;Fashion, Women's Clothing, Jewelry, Accessories, Shopping
Tradesman's;3.0;203;Barbeque, Nightlife, Beer Bar, Bars, Restaurants, Whiskey Bars
AmeriThai;4.0;120;Thai, Restaurants
TAP Esports Center;4.5;10;LAN Centers, Food, Arcades, Internet Cafes, Arts & Entertainment
Lacquer Lounge;4.0;168;Beauty & Spas, Spray Tanning, Hair Removal, Nail Salons, Waxing, Tanning
Northern Liberties Mailbox Store;5.0;40;Shipping Centers, Home Services, Keys & Locksmiths, Local Services
Sweet Ending;3.0;43;Food, Ice Cream & Frozen Yogurt
Taco Loco;4.5;93;Ethnic Food, Restaurants, Specialty Food, Food, Mexican, Food Trucks, Food Stands
Greenbriar Club Apartments;3.0;5;Real Estate, Apartments, Home Services
Bonner's Irish Pub;4.5;113;Bars, Nightlife, Dive Bars, Pubs, Irish Pub
Carpenter Lane Garage;4.0;8;Automotive, Auto Repair
Maoz Vegetarian;4.0;159;Sandwiches, Middle Eastern, Vegetarian, Restaurants
La Palette;4.0;67;Eyelash Service, Permanent Makeup, Massage, Nail Salons, Beauty & Spas, Skin Care
La Cocina del Cafe;5.0;24;Coffee & Tea, Food, Bubble Tea, Restaurants, Cafes, Mexican, Latin American, Breakfast & Brunch
Chestnut Street Philly Bagels;3.5;302;Food, Caterers, Event Planning & Services, Bagels
Movies Unlimited;2.0;5;Shopping, Videos & Video Game Rental, Books, Mags, Music & Video
You Move Me Philadelphia;4.0;6;Home Services, Local Services, Self Storage, Movers
JL Sullivan's Speakeasy;2.5;13;Restaurants, Nightlife, Tapas Bars, Lounges, Sports Bars, Bars
CVS Pharmacy;3.0;6;Shopping, Drugstores
Condom Kingdom;3.0;61;Shopping, Adult
The Dog Zone;1.0;11;Pet Services, Pet Sitting, Pet Groomers, Pets
Jerry's Bar;3.5;424;American (New), Bars, Sandwiches, Restaurants, American (Traditional), Nightlife, Cocktail Bars
Bossam Bar;3.5;15;Korean, Japanese, Restaurants, Asian Fusion
Zipperhead;4.5;5;Accessories, Men's Clothing, Fashion, Shopping
Dental Solutions of Roxborough;2.5;24;Orthodontists, Health & Medical, Dentists, Cosmetic Dentists, Pediatric Dentists, General Dentistry, Endodontists
Asia Bakery;4.0;65;Bakeries, Food, Restaurants
Pathmark of Cottman Avenue;1.5;11;Grocery, Food
R & A Discount Auto Repairs;4.0;14;Tires, Body Shops, Auto Repair, Automotive
Saxbys 1800;3.5;9;Food, Coffee & Tea
Parkway 20th And walnut;2.5;5;Automotive, Parking
Vip Nails & Spa;3.0;14;Hair Removal, Waxing, Health & Medical, Professional Services, Beauty & Spas, Permanent Makeup, Eyelash Service, Nail Salons, Skin Care
Sniffles and Friends Dog Walkers;3.0;9;Pets, Dog Walkers, Pet Services, Pet Sitting
Chestnut Hill Tower Apartments;2.0;17;Hotels & Travel, Event Planning & Services, Apartments, Hotels, Home Services, Real Estate
John E McGovern & Associates;3.5;7;Food, Financial Services, Ice Cream & Frozen Yogurt, Professional Services, Bookkeepers, Accountants, Tax Services
Clark Park Flea Market;3.5;9;Local Flavor, Flea Markets, Shopping
The Sandwich Cafe;4.0;12;Breakfast & Brunch, Sandwiches, Restaurants
Fabufloras;5.0;7;Wedding Planning, Event Planning & Services, Florists, Shopping, Flowers & Gifts
